name,terminology,code,term,code_type,RecordDate,covariate_only
diabetes,SNOMED,472969004,History of diabetes mellitus type 2 (situation),0,20210127,null
diabetes,SNOMED,472970003,History of diabetes mellitus type 1 (situation),0,20210127,null
diabetes,SNOMED,472972006,History of autosomal dominant diabetes mellitus,0,20210127,null
diabetes,SNOMED,4855003,Diabetic retinopathy,1,20210127,null
diabetes,SNOMED,48951005,Bullosis diabeticorum,1,20210127,null
diabetes,SNOMED,49455004,Diabetic polyneuropathy,1,20210127,null
diabetes,SNOMED,50620007,Diabetic autonomic neuropathy,1,20210127,null
diabetes,SNOMED,51002006,Diabetes mellitus associated with pancreatic disease,1,20210127,null
diabetes,SNOMED,530558861000132104,Atypical diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,532411000000102,"Diabetes mellitus, adult onset, with no mention of complication (disorder)",1,20210127,null
diabetes,SNOMED,5368009,Drug-induced diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,59276001,Proliferative diabetic retinopathy,1,20210127,null
diabetes,SNOMED,5969009,Diabetes mellitus associated with genetic syndrome (disorder),1,20210127,null
diabetes,SNOMED,609561005,Maturity-onset diabetes of the young (disorder),1,20210127,null
diabetes,SNOMED,609562003,"Maturity onset diabetes of the young, type 1 (disorder)",1,20210127,null
diabetes,SNOMED,609563008,Pre-existing diabetes mellitus in pregnancy (disorder),1,20210127,null
diabetes,SNOMED,609572000,"Maturity-onset diabetes of the young, type 5 (disorder)",1,20210127,null
diabetes,SNOMED,62260007,Pretibial pigmental patches in diabetes,1,20210127,null
diabetes,SNOMED,658011000000104,Diabetes mellitus with other specified manifestation (disorder),1,20210127,null
diabetes,SNOMED,703136005,Diabetes mellitus in remission (disorder),1,20210127,null
diabetes,SNOMED,703137001,Type I diabetes mellitus in remission (disorder),1,20210127,null
diabetes,SNOMED,703138006,Type II diabetes mellitus in remission (disorder),1,20210127,null
diabetes,SNOMED,705072004,Diabetes monitoring invitation by short message service text messaging (procedure),1,20210127,null
diabetes,SNOMED,70694009,Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder),1,20210127,null
diabetes,SNOMED,707221002,Diabetic glomerulosclerosis,1,20210127,null
diabetes,SNOMED,713702000,Gastroparesis due to type 1 diabetes mellitus,1,20210127,null
diabetes,SNOMED,713703005,Gastroparesis due to type 2 diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,713704004,Gastroparesis due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,713705003,Polyneuropathy due to type 1 diabetes mellitus,1,20210127,null
diabetes,SNOMED,713706002,Polyneuropathy due to type 2 diabetes mellitus,1,20210127,null
diabetes,SNOMED,71771000119100,Type 1 diabetes mellitus with neuropathic arthropathy,1,20210127,null
diabetes,SNOMED,719216001,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II (disorder),1,20210127,null
diabetes,SNOMED,722161008,Diabetic retinal eye exam (procedure),1,20210127,null
diabetes,SNOMED,724136006,Diabetic mastopathy,1,20210127,null
diabetes,SNOMED,724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,731000119105,Chronic kidney disease stage 3 associated with type 2 diabetes mellitus,1,20210127,null
diabetes,SNOMED,73211009,Diabetes mellitus,1,20210127,null
diabetes,SNOMED,735200002,Absence of lower limb due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,735538002,Lactic acidosis co-occurrent and due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,739681000,Diabetic oculopathy due to type I diabetes mellitus,1,20210127,null
diabetes,SNOMED,74627003,Diabetic complication,1,20210127,null
diabetes,SNOMED,754101000000103,Type I diabetic dietary review (regime/therapy),1,20210127,null
diabetes,SNOMED,754121000000107,Type II diabetic dietary review (regime/therapy),1,20210127,null
diabetes,SNOMED,754461000000105,Referral to type I diabetes structured education programme (procedure),1,20210127,null
diabetes,SNOMED,75524006,Malnutrition related diabetes mellitus,1,20210127,null
diabetes,SNOMED,75682002,Diabetes mellitus caused by insulin receptor antibodies (disorder),1,20210127,null
diabetes,SNOMED,761000119102,Diabetic dyslipidemia associated with type 2 diabetes mellitus,1,20210127,null
diabetes,SNOMED,762489000,Acute complication with diabetes mellitus,1,20210127,null
diabetes,SNOMED,763325000,Insulin resistance (disorder),1,20210127,null
diabetes,SNOMED,768792007,Cataract of right eye co-occurrent and due to diabetes mellitus,1,20210127,null
diabetes,SNOMED,768794008,Bilateral diabetic cataracts,1,20210127,null
diabetes,SNOMED,769181007,Preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,769182000,Preproliferative diabetic retinopathy of left eye,1,20210127,null
diabetes,SNOMED,769183005,Mild nonproliferative diabetic retinopathy of right eye,1,20210127,null
diabetes,SNOMED,769184004,Mild nonproliferative retinopathy of left eye,1,20210127,null
diabetes,SNOMED,769185003,Moderate non-proliferative diabetic retinopathy of right eye,1,20210127,null
diabetes,SNOMED,769186002,Moderate nonproliferative diabetic retinopathy of left eye,1,20210127,null
diabetes,SNOMED,769217008,Diabetic macular edema of right eye,1,20210127,null
diabetes,SNOMED,769218003,Macular oedema of left eye co-occurrent and due to diabetes mellitus,1,20210127,null
diabetes,SNOMED,769219006,Macular edema due to type 1 diabetes mellitus,1,20210127,null
diabetes,SNOMED,769221001,Clinically significant macular edema of right eye co-occurrent and due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,769222008,Clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus,1,20210127,null
diabetes,SNOMED,769244003,Diabetic maculopathy of right eye,1,20210127,null
diabetes,SNOMED,769245002,Disorder of left macula co-occurrent and due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,770097006,Clinically significant macular edema co-occurrent and due to diabetes mellitus (disorder),1,20210127,null
diabetes,SNOMED,771571000000102,History of secondary diabetes mellitus (situation),0,20210127,null
diabetes,SNOMED,773001000000103,Symptomatic diabetic peripheral neuropathy (disorder),1,20210127,null
diabetes,SNOMED,775841000000109,Diabetic retinopathy detected by national screening programme (disorder),1,20210127,null
diabetes,SNOMED,791000119109,Angina associated with type II diabetes mellitus,1,20210127,null
diabetes,SNOMED,80660001,Mauriac's syndrome (disorder),1,20210127,null
diabetes,SNOMED,81531005,Diabetes mellitus type 2 in obese (disorder),1,20210127,null
diabetes,SNOMED,83728000,"Polyglandular autoimmune syndrome, type 2 (disorder)",1,20210127,null
diabetes,SNOMED,87451000119102,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus,1,20210127,null
diabetes,SNOMED,8801005,Secondary diabetes mellitus,1,20210127,null
diabetes,SNOMED,894741000000107,Hypoglycaemic warning absent (disorder),1,20210127,null
diabetes_drugs,DMD,10093311000001103,Apidra 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi) (product),1,20210127,null
diabetes_drugs,DMD,10097211000001102,Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices (product),1,20210127,null
diabetes_drugs,DMD,10154911000001102,Glimepiride 1mg tablets (Alpharma Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10155111000001101,Glimepiride 2mg tablets (Alpharma Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10155311000001104,Glimepiride 3mg tablets (Alpharma Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10155511000001105,Glimepiride 4mg tablets (Alpharma Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10250211000001101,Lantus OptiClik 100units/ml solution for injection 3ml cartridges (sanofi-aventis) (product),1,20210127,null
diabetes_drugs,DMD,10272611000001100,Glimepiride 1mg tablets (Unichem Plc) (product),1,20210127,null
diabetes_drugs,DMD,10272911000001106,Glimepiride 4mg tablets (Unichem Plc) (product),1,20210127,null
diabetes_drugs,DMD,10273811000001109,Glimepiride 1mg tablets (A A H Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10274011000001101,Glimepiride 2mg tablets (A A H Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10274311000001103,Glimepiride 3mg tablets (A A H Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10274511000001109,Glimepiride 4mg tablets (A A H Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10292611000001107,Metformin 500mg tablets (Relonchem Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10293511000001101,Metformin 850mg tablets (Relonchem Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10344911000001108,Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly & Co Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10352711000001104,Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml cartridges (product),1,20210127,null
diabetes_drugs,DMD,10377311000001104,Glibenclamide 2.5mg tablets (Arrow Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10377711000001100,Glibenclamide 5mg tablets (Arrow Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10378111000001100,Gliclazide 80mg tablets (Arrow Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10390211000001102,Metformin 500mg tablets (Arrow Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10390811000001101,Metformin 850mg tablets (Arrow Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10437311000001105,Glimepiride 4mg tablets (Niche Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10445111000001103,Glimepiride 1mg tablets (Niche Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10445311000001101,Glimepiride 2mg tablets (Niche Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10445511000001107,Glimepiride 3mg tablets (Niche Generics Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10458811000001103,Actos 15mg tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10459011000001104,Actos 30mg tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10464711000001107,Avandia 4mg tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10465111000001105,Avandia 8mg tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10470611000001102,Avandamet 2mg/500mg tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10486511000001106,NovoNorm 500microgram tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10486711000001101,Avandamet 1mg/500mg tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10486811000001109,NovoNorm 1mg tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10487311000001102,NovoNorm 2mg tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10487411000001109,Avandamet 2mg/1000mg tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10487711000001103,Avandamet 2mg/500mg tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10488111000001103,Avandamet 4mg/1000mg tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10508511000001101,Glibenese 5mg tablets (PI) (Dowelhurst Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10517711000001108,Glimepiride 1mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10517911000001105,Glimepiride 2mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10518111000001108,Glimepiride 3mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10518311000001105,Glimepiride 4mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10529511000001101,Diamicron 30mg MR tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10534811000001104,NovoRapid 100units/ml solution for injection 10ml vials (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10539211000001101,Glimepiride 1mg tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10539511000001103,Glimepiride 2mg tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10539711000001108,Glimepiride 3mg tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10540011000001104,Glimepiride 4mg tablets (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10542211000001105,Humalog Pen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,10542811000001106,Humalog 100units/ml solution for injection 10ml vials (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10542911000001101,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10543211000001104,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,10548211000001107,Lantus 100units/ml solution for injection 10ml vials (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10548611000001109,Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,10549011000001107,Lantus 100units/ml solution for injection 3ml cartridges (PI) (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10617311000001102,Glimepiride 1mg tablets (Somex Pharma) (product),1,20210127,null
diabetes_drugs,DMD,10617511000001108,Glimepiride 2mg tablets (Somex Pharma) (product),1,20210127,null
diabetes_drugs,DMD,10617811000001106,Glimepiride 3mg tablets (Somex Pharma) (product),1,20210127,null
diabetes_drugs,DMD,10618111000001103,Glimepiride 4mg tablets (Somex Pharma) (product),1,20210127,null
diabetes_drugs,DMD,10688811000001107,Glimepiride 1mg tablets (Pliva Pharma Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10689011000001106,Glimepiride 2mg tablets (Pliva Pharma Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10689211000001101,Glimepiride 3mg tablets (Pliva Pharma Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10690511000001105,Exubera 1mg inhalation powder blisters (Pfizer Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10690811000001108,Exubera 3mg inhalation powder blisters (Pfizer Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10703011000001101,Insulin human 1mg inhalation powder blisters (product),1,20210127,null
diabetes_drugs,DMD,10703111000001100,Insulin human 3mg inhalation powder blisters (product),1,20210127,null
diabetes_drugs,DMD,107311000001107,Glibenclamide 2.5mg tablets (Kent Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10741611000001100,Metsol 500mg/5ml oral solution (Orbis Consumer Products Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10750111000001100,Metformin 500mg/5ml oral solution sugar free (product),1,20210127,null
diabetes_drugs,DMD,10832711000001103,Metformin 500mg/5ml oral solution sugar free (Unichem Plc) (product),1,20210127,null
diabetes_drugs,DMD,10898411000001103,Apidra 100units/ml solution for injection 3ml OptiClik cartridges (sanofi-aventis) (product),1,20210127,null
diabetes_drugs,DMD,10922311000001108,Competact 15mg/850mg tablets (Takeda UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10925511000001108,Metformin 850mg / Pioglitazone 15mg tablets (product),1,20210127,null
diabetes_drugs,DMD,10952411000001100,Prandin 0.5mg tablets (Novo Nordisk Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10956911000001107,Prandin 1mg tablets (Novo Nordisk Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10957811000001100,Prandin 2mg tablets (Novo Nordisk Ltd) (product),1,20210127,null
diabetes_drugs,DMD,10963611000001104,Metformin 500mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11018411000001105,Glimepiride 4mg tablets (Dr Reddy's Labs) (product),1,20210127,null
diabetes_drugs,DMD,11018611000001108,Glimepiride 3mg tablets (Dr Reddy's Labs) (product),1,20210127,null
diabetes_drugs,DMD,11018911000001102,Glimepiride 2mg tablets (Dr Reddy's Labs) (product),1,20210127,null
diabetes_drugs,DMD,11019211000001101,Glimepiride 1mg tablets (Dr Reddy's Labs) (product),1,20210127,null
diabetes_drugs,DMD,11113611000001107,Pork Actrapid 100units/ml solution for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11114411000001107,Pork Insulatard 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11114611000001105,Levemir Penfill 100units/ml solution for injection 3ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11115011000001104,Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,11116211000001103,Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11116811000001102,Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11117211000001101,Hypurin Porcine Neutral 100units/ml solution for injection 1.5ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11118411000001103,Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11118911000001106,Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11119311000001104,Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11119511000001105,Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11119811000001108,Hypurin Bovine Isophane 100units/ml suspension for injection 1.5ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11121911000001109,Velosulin 100units/ml solution for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11122611000001109,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11123011000001106,Human Mixtard 50 Penfill 100units/ml suspension for injection 1.5ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11123311000001109,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11123611000001104,Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11124011000001108,Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11124211000001103,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11124411000001104,Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,11124611000001101,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11132611000001106,Actrapid 100units/ml solution for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11133811000001102,Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,11134011000001105,Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11134711000001107,Insulatard 100units/ml suspension for injection 10ml vials (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11135211000001104,Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11135411000001100,Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11135611000001102,Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11148111000001101,Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11149211000001102,Glimepiride 1mg tablets (Teva UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11149411000001103,Glimepiride 2mg tablets (Teva UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11149611000001100,Glimepiride 3mg tablets (Teva UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11149811000001101,Glimepiride 4mg tablets (Teva UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11342811000001101,Glimepiride 1mg tablets (Sandoz Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11343211000001108,Glimepiride 2mg tablets (Sandoz Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11343511000001106,Glimepiride 3mg tablets (Sandoz Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11344011000001101,Glimepiride 4mg tablets (Sandoz Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11406411000001102,Gliclazide 80mg tablets (Pliva Pharma Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11411000001101,Gliclazide 80mg tablets (Kent Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11473511000001103,Sitagliptin 100mg tablets (product),1,20210127,null
diabetes_drugs,DMD,11473711000001108,Januvia 100mg tablets (Merck Sharp & Dohme Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11492211000001104,Gliclazide 80mg tablets (Winthrop Pharmaceuticals UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11494111000001102,Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices (product),1,20210127,null
diabetes_drugs,DMD,11494211000001108,Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices (product),1,20210127,null
diabetes_drugs,DMD,11494611000001105,Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (AstraZeneca UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11494811000001109,Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens (AstraZeneca UK Ltd) (product),1,20210127,null
diabetes_drugs,DMD,115811000001106,Metformin 850mg tablets (Alpharma Limited) (product),1,20210127,null
diabetes_drugs,DMD,11599411000001100,Metformin 500mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,11765811000001100,Prandin 0.5mg tablets (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,11766011000001102,Prandin 1mg tablets (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,11766211000001107,Prandin 2mg tablets (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,11933011000001106,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) (product),1,20210127,null
diabetes_drugs,DMD,11982811000001104,Chlorpropamide 250mg/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12019111000001108,Chlorpropamide 250mg/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,120811000001108,Glibenclamide 5mg tablets (C P Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,12107211000001104,Glibenclamide 625micrograms/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12107511000001101,Glibenclamide 625micrograms/5ml oral solution (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12107811000001103,Glibenclamide 15mg/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12108111000001106,Glibenclamide 15mg/5ml oral solution (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12108411000001101,Glibenclamide 2.5mg/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12108711000001107,Glibenclamide 2.5mg/5ml oral solution (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12109011000001100,Gliclazide 100mg/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12109311000001102,Gliclazide 120mg/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12109611000001107,Gliclazide 20mg/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12109911000001101,Gliclazide 50mg/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12110211000001101,Gliclazide 60mg/5ml oral suspension (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12135311000001108,Glibenclamide 15mg/5ml oral solution (product),1,20210127,null
diabetes_drugs,DMD,12135411000001101,Glibenclamide 15mg/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,12135511000001102,Glibenclamide 2.5mg/5ml oral solution (product),1,20210127,null
diabetes_drugs,DMD,12135611000001103,Glibenclamide 2.5mg/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,12135711000001107,Glibenclamide 625micrograms/5ml oral solution (product),1,20210127,null
diabetes_drugs,DMD,12135811000001104,Glibenclamide 625micrograms/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,12135911000001109,Gliclazide 100mg/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,12136011000001101,Gliclazide 120mg/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,12136111000001100,Gliclazide 20mg/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,12136211000001106,Gliclazide 50mg/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,12136411000001105,Gliclazide 60mg/5ml oral suspension (product),1,20210127,null
diabetes_drugs,DMD,12144611000001100,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) (product),1,20210127,null
diabetes_drugs,DMD,12147111000001103,Glimepiride 1mg tablets (Kent Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,12147311000001101,Glimepiride 2mg tablets (Kent Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,12147511000001107,Glimepiride 3mg tablets (Kent Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,12147711000001102,Glimepiride 4mg tablets (Kent Pharmaceuticals Ltd) (product),1,20210127,null
diabetes_drugs,DMD,12200111000001106,Repaglinide 500microgram tablets (PI) (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,12200311000001108,Repaglinide 1mg tablets (PI) (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,12200511000001102,Repaglinide 2mg tablets (PI) (Waymade Healthcare Plc) (product),1,20210127,null
diabetes_drugs,DMD,12792711000001102,Metformin 1g/5ml oral solution (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12793011000001108,Metformin 5mg/5ml oral solution (Special Order) (product),1,20210127,null
diabetes_drugs,DMD,12798011000001101,Metformin 1g/5ml oral solution (product),1,20210127,null
diabetes_drugs,DMD,12813711000001107,Metformin 5mg/5ml oral solution (product),1,20210127,null
diabetes_drugs,DMD,129411000001101,Glipizide 5mg tablets (Pfizer Ltd) (product),1,20210127,null
